amount,transaction_hour,failed_attempts,account_age_days,velocity_1h,location_change,new_device,device_trust,merchant_risk,channel,is_fraud
535.27,9,0,992,1,0,0,0.8467,0.236,Card,0
5031.13,23,0,746,4,0,0,0.6851,0.1129,NetBanking,0
2463.97,12,0,266,4,0,0,0.8483,0.2311,UPI,0
727.56,11,0,2914,3,0,0,0.3911,0.4611,UPI,0
979.88,7,0,2526,2,0,1,0.7953,0.3694,NetBanking,0
984.52,2,0,2151,0,0,0,0.7266,0.3974,UPI,0
1133.6,21,1,2129,1,0,0,0.7771,0.1032,Card,0
1801.4,17,0,249,2,0,1,0.9555,0.1099,Ecommerce,0
15705.13,9,1,1446,2,0,1,0.7359,0.0767,UPI,0
1338.42,23,0,3020,2,0,0,0.8931,0.3986,NetBanking,0
2198.93,4,0,1017,2,0,0,0.5763,0.0842,Ecommerce,0
186.64,18,1,201,3,1,0,0.4032,0.0617,Wallet,0
659.09,10,1,2938,2,0,0,0.7702,0.2432,Ecommerce,0
3984.85,14,0,107,5,0,0,0.7261,0.4179,Ecommerce,0
1673.1,0,0,2413,2,0,0,0.7467,0.1236,Card,0
20.0,14,0,2919,0,0,0,0.7635,0.1984,Card,0
2225.47,16,1,2610,2,0,0,0.872,0.5269,Card,0
8217.92,23,0,52,1,0,0,0.7188,0.1721,Wallet,0
134.87,8,0,3137,1,0,0,0.6999,0.2633,UPI,0
5406.5,1,1,315,1,0,0,0.8821,0.2567,NetBanking,0
59.71,1,0,2981,2,0,0,0.7487,0.0226,UPI,0
2936.28,3,0,66,2,0,0,0.7602,0.1842,NetBanking,0
1086.72,7,0,1721,2,0,0,0.5289,0.0664,Ecommerce,0
92.99,19,0,3081,0,0,0,0.6864,0.2026,UPI,0
1751.88,4,0,926,2,0,0,0.8605,0.2394,UPI,0
3671.6,3,0,163,2,0,0,0.371,0.3124,UPI,0
1606.93,0,0,316,3,0,0,0.7455,0.4286,Card,0
2026.51,9,0,1308,1,0,0,0.9389,0.237,Card,0
711.76,14,0,1266,3,1,0,0.4389,0.2512,UPI,0
155.33,6,0,764,3,0,1,0.7802,0.3746,Card,0
2267.55,11,0,1604,3,0,0,0.9655,0.4875,Wallet,0
6885.97,5,0,1200,1,1,0,0.7605,0.5609,Wallet,0
3590.55,19,0,2069,2,0,0,0.8138,0.0974,UPI,0
136.01,0,0,1022,0,0,0,0.7085,0.1628,NetBanking,1
223.49,4,0,1105,1,0,0,0.8815,0.227,NetBanking,0
451.12,13,0,3108,3,0,0,0.8722,0.1914,Card,0
205.9,20,1,2748,4,0,0,0.5823,0.1658,UPI,0
1148.72,9,1,2692,2,0,0,0.9021,0.0721,Card,0
1657.53,1,1,1332,0,0,0,0.4398,0.2357,UPI,0
244.26,13,0,3098,5,0,0,0.8247,0.1967,Ecommerce,0
2479.93,6,1,1198,4,0,0,0.4173,0.3048,Card,0
2061.44,7,0,2522,1,0,0,0.6703,0.4225,NetBanking,0
616.73,22,1,2631,2,0,0,0.8475,0.2136,UPI,0
914.93,22,0,1160,0,0,0,0.8007,0.4785,NetBanking,0
141.56,6,0,2157,4,0,0,0.741,0.2802,UPI,0
773.65,14,0,656,1,0,0,0.7465,0.2558,Ecommerce,0
1105.17,12,0,1348,1,0,0,0.5556,0.2988,UPI,0
1309.22,23,0,1857,5,0,0,0.8683,0.2863,Ecommerce,0
1632.42,22,0,2332,3,0,0,0.8121,0.0768,Wallet,0
1417.22,8,0,1252,3,0,0,0.82,0.4255,UPI,0
830.84,0,0,2493,2,1,0,0.4895,0.5058,NetBanking,0
1481.05,0,0,2254,1,1,1,0.6098,0.3026,Ecommerce,1
3140.49,0,0,3024,1,0,0,0.4063,0.145,Ecommerce,0
992.0,18,0,142,1,1,0,0.4238,0.1033,UPI,0
1530.69,17,0,1800,3,0,0,0.4465,0.3087,Ecommerce,0
901.92,19,0,2497,1,0,0,0.5984,0.2136,UPI,0
556.07,3,1,1481,0,0,0,0.7829,0.2798,Ecommerce,0
1898.89,1,0,1053,0,0,0,0.8615,0.0637,Card,0
612.17,4,0,2038,2,0,0,0.759,0.2142,Card,0
1644.93,15,0,1621,0,1,0,0.8843,0.1486,UPI,0
1129.66,0,0,1507,3,0,0,0.777,0.108,Card,0
797.01,15,1,3425,1,0,0,0.5078,0.1099,Card,0
777.01,21,1,1483,2,0,0,0.917,0.2943,UPI,0
643.21,3,2,760,5,0,0,0.7718,0.2059,Card,0
194.79,17,0,65,1,0,1,0.91,0.3239,UPI,0
1639.32,13,0,417,2,0,0,0.7848,0.5373,UPI,0
1398.46,22,0,1882,2,0,0,0.7435,0.4216,UPI,0
2676.2,5,0,739,0,1,0,0.9308,0.2655,UPI,0
627.64,5,0,389,3,0,1,0.9168,0.4478,NetBanking,0
8023.68,0,1,1234,2,0,1,0.5158,0.2696,UPI,0
736.03,16,1,846,0,0,0,0.7399,0.1071,Card,0
437.53,20,0,1880,4,0,0,0.6275,0.038,UPI,0
386.31,0,1,203,1,0,0,0.5769,0.246,Wallet,0
177.57,11,1,3430,3,0,1,0.8899,0.0423,UPI,0
5482.19,17,0,3190,1,0,0,0.8249,0.2361,UPI,0
4626.8,18,0,3045,2,0,0,0.8174,0.2673,UPI,0
2060.66,22,0,606,2,0,0,0.8382,0.0588,Ecommerce,0
427.99,17,0,2504,1,0,1,0.7929,0.111,UPI,0
7345.41,22,2,54,3,0,0,0.6398,0.3904,Card,0
758.01,23,0,2523,2,0,0,0.7812,0.1727,Ecommerce,0
826.77,22,1,2793,2,0,0,0.9589,0.2081,Ecommerce,0
4959.81,10,0,998,2,0,0,0.3517,0.0763,UPI,0
2190.44,9,1,1626,4,0,0,0.835,0.5283,UPI,0
11060.75,10,0,3248,1,0,0,0.867,0.2069,Wallet,0
1423.9,22,0,699,1,0,0,0.8952,0.0827,Ecommerce,0
722.79,6,0,1891,1,0,0,0.7192,0.2223,Wallet,0
576.86,18,0,1068,1,0,0,0.9658,0.4433,UPI,0
157.69,15,0,574,1,0,0,0.7739,0.4035,UPI,0
818.5,1,0,2388,0,0,0,0.6843,0.305,Wallet,0
3647.59,11,1,3326,1,0,0,0.74,0.2877,Card,0
2056.53,4,1,1981,1,0,0,0.8638,0.3423,UPI,0
1120.27,17,0,1776,0,0,0,0.9475,0.3295,Card,0
385.8,10,0,1871,2,0,0,0.6993,0.5535,NetBanking,0
1391.61,8,0,550,0,0,0,0.9056,0.4488,NetBanking,0
3176.24,1,1,709,3,0,1,0.2062,0.0518,UPI,0
1723.75,3,0,2575,1,0,0,0.7727,0.0457,UPI,0
1306.45,18,2,2053,2,0,0,0.2588,0.2162,UPI,0
474.94,20,0,823,4,0,1,0.4648,0.0346,NetBanking,0
2725.86,6,0,74,3,0,0,0.7738,0.4427,Card,0
40.92,19,0,662,1,1,0,0.7876,0.2111,UPI,0
1639.24,13,1,1771,4,0,0,0.7865,0.1333,Ecommerce,0
16298.66,8,0,941,1,0,1,0.7003,0.0731,NetBanking,0
225.02,10,0,2560,1,0,1,0.8763,0.0496,NetBanking,0
851.13,16,0,2026,3,0,0,0.6691,0.2203,Card,0
1087.56,21,0,522,1,0,0,0.7205,0.3743,UPI,0
674.71,11,0,1029,3,0,0,0.6351,0.1663,UPI,0
3255.8,8,1,131,1,0,0,0.6245,0.181,UPI,0
1800.96,18,1,149,3,0,0,0.6904,0.4616,UPI,0
1286.8,12,0,2634,2,0,0,0.7424,0.2562,UPI,0
2532.94,9,1,1360,1,0,0,0.7394,0.5355,UPI,0
1116.09,11,0,3086,1,0,0,0.6046,0.0413,UPI,0
30910.7,12,2,825,2,0,0,0.7506,0.5727,NetBanking,0
1285.51,3,0,1130,2,0,0,0.5001,0.5519,Wallet,0
1346.21,1,0,1793,5,0,0,0.7352,0.2301,Card,0
182.0,15,0,988,2,0,0,0.9724,0.2847,UPI,0
619.79,4,0,1612,0,1,0,0.585,0.2802,Wallet,0
3658.27,12,0,434,1,0,1,0.7209,0.5166,Card,0
269.82,18,1,279,6,0,0,0.8498,0.3172,Card,0
113.81,5,0,3013,2,0,0,0.501,0.2596,Ecommerce,0
1134.48,9,1,863,2,0,0,0.6592,0.3178,Card,0
4625.23,23,0,363,2,1,0,0.7994,0.4327,Card,0
1146.54,0,0,990,2,0,0,0.7076,0.4477,Card,0
770.52,18,0,1472,7,0,0,0.8471,0.4586,UPI,0
155.8,4,0,1700,0,0,0,0.9346,0.1682,Card,0
1763.17,21,0,2682,2,0,0,0.918,0.0739,Wallet,0
2195.88,9,0,2879,4,0,0,0.6894,0.077,UPI,0
168.88,0,2,1026,1,0,0,0.6195,0.2567,UPI,0
3609.26,17,0,770,0,0,0,0.7497,0.5012,Wallet,0
2450.34,3,0,439,3,0,0,0.8372,0.1674,UPI,0
3600.87,8,3,559,1,1,0,0.7953,0.0986,Card,0
2023.74,12,0,106,3,0,0,0.4821,0.0701,Ecommerce,0
2178.45,17,0,10,0,0,0,0.7375,0.3106,Ecommerce,0
1894.59,10,0,1468,1,0,0,0.6775,0.0697,Card,0
2729.56,20,0,2125,2,1,0,0.7883,0.1979,NetBanking,0
162.44,11,0,2868,4,0,0,0.6967,0.1946,Wallet,0
226.76,8,0,1144,0,0,0,0.9492,0.129,Wallet,0
506.33,8,0,1016,0,0,0,0.5014,0.2476,Wallet,0
956.89,19,1,2347,3,0,0,0.8841,0.4466,UPI,0
1648.37,15,1,2231,2,0,0,0.8464,0.2722,Ecommerce,0
1542.12,3,1,2417,2,0,0,0.9004,0.0967,Card,0
3543.82,18,0,600,0,0,0,0.8056,0.4864,UPI,0
3662.57,9,0,163,2,0,0,0.6143,0.2128,UPI,0
438.78,8,0,1910,0,0,0,0.9114,0.3473,UPI,0
1408.82,2,2,1468,6,0,0,0.3616,0.2899,Card,1
450.24,23,0,909,2,0,0,0.3854,0.307,UPI,0
899.95,1,0,3388,1,0,0,0.5738,0.5062,UPI,0
1537.45,23,0,562,3,1,0,0.6602,0.1577,Wallet,1
30.6,1,0,968,2,0,0,0.7542,0.0653,Card,0
13791.48,12,1,2626,3,0,0,0.8594,0.1023,Ecommerce,0
1987.69,2,0,1856,1,0,0,0.5289,0.5894,Wallet,0
586.7,11,0,815,2,0,0,0.7941,0.1259,UPI,0
8297.74,20,0,1885,0,0,0,0.6805,0.1255,Ecommerce,0
761.43,14,0,1471,1,0,0,0.6071,0.1716,UPI,0
1260.35,13,0,917,2,1,0,0.6864,0.1859,Card,0
657.55,2,0,2351,3,0,0,0.7243,0.0639,NetBanking,0
6214.19,22,0,2728,3,1,0,0.8137,0.1767,Card,0
982.17,9,0,246,3,0,0,0.8457,0.1076,Wallet,0
1283.0,12,0,19,3,0,1,0.5493,0.1527,Ecommerce,0
3881.48,21,0,3161,5,0,1,0.7935,0.3228,Card,0
2027.17,15,0,799,3,0,0,0.754,0.2521,UPI,0
1035.81,17,2,308,3,0,0,0.7458,0.2694,Ecommerce,0
3518.92,4,0,2076,5,0,0,0.9135,0.188,Card,0
15762.79,11,0,1133,4,0,0,0.8281,0.1968,UPI,0
1530.39,12,1,3211,2,1,0,0.5291,0.0638,NetBanking,0
1239.67,4,0,3361,6,0,0,0.8643,0.398,Ecommerce,0
1311.8,9,1,40,4,0,0,0.8639,0.1981,NetBanking,0
4341.39,19,0,675,0,0,1,0.6579,0.2946,Card,0
584.55,22,0,2105,3,0,0,0.5372,0.3802,Card,0
818.74,19,0,1180,1,0,0,0.5886,0.1173,UPI,0
218.26,22,0,18,4,0,0,0.4647,0.37,Card,0
316.38,23,0,1622,1,0,0,0.8066,0.042,UPI,0
636.71,4,1,2182,2,0,0,0.8048,0.3168,UPI,0
1034.08,20,0,3464,4,0,1,0.9103,0.2607,NetBanking,0
7027.16,14,0,1444,2,1,1,0.7909,0.0874,UPI,0
1925.21,20,0,2764,1,1,0,0.5083,0.2697,UPI,0
420.87,15,0,1524,3,0,0,0.7126,0.0182,Card,0
510.62,2,1,2352,1,0,1,0.851,0.2206,Card,0
4644.72,13,0,3386,0,0,1,0.6864,0.2777,UPI,0
3579.37,18,0,2844,2,0,0,0.7216,0.3133,UPI,0
1129.53,2,1,2390,5,0,0,0.9137,0.3319,Ecommerce,0
689.07,12,0,2897,6,0,0,0.8956,0.6055,UPI,0
3573.07,15,0,693,4,0,0,0.7228,0.0772,UPI,0
386.45,11,1,2787,1,0,0,0.5047,0.2867,NetBanking,0
1655.13,19,0,3490,1,0,0,0.8555,0.0465,UPI,0
11923.8,3,1,3406,1,0,0,0.8956,0.2451,Card,0
1360.52,8,0,903,2,0,1,0.7284,0.2995,UPI,0
485.71,22,0,1500,1,0,0,0.6356,0.1043,UPI,0
1687.3,12,1,2402,4,0,0,0.7374,0.0851,Wallet,0
669.47,4,1,264,2,1,0,0.3518,0.3501,UPI,0
253.71,2,1,2383,3,0,0,0.8289,0.1453,Wallet,0
2289.5,14,0,969,3,0,0,0.6796,0.1151,NetBanking,0
3546.53,22,0,2975,1,0,0,0.6429,0.4626,Card,0
791.2,1,0,2151,2,0,0,0.833,0.2693,NetBanking,0
737.97,2,0,1400,2,1,0,0.9407,0.1441,NetBanking,0
399.56,9,0,181,4,0,0,0.5702,0.215,UPI,0
936.89,5,0,2438,4,0,0,0.9259,0.07,Card,0
607.6,2,0,1880,7,0,0,0.4244,0.1826,Ecommerce,0
379.33,7,0,2193,2,0,0,0.667,0.3718,UPI,0
7996.64,15,0,69,2,0,0,0.4918,0.2033,UPI,0
1789.73,19,0,1531,2,1,0,0.772,0.033,UPI,0
2000.22,7,0,2648,1,1,0,0.5457,0.2015,Ecommerce,0
2772.68,16,0,3206,0,0,0,0.451,0.3867,UPI,0
2464.12,19,1,1233,1,0,0,0.782,0.3235,UPI,0
710.69,0,0,886,4,0,0,0.6526,0.2909,UPI,0
1459.98,20,1,2473,2,0,0,0.9379,0.0531,Card,0
826.76,4,0,790,2,0,0,0.7985,0.136,NetBanking,0
1737.82,16,1,3109,2,0,0,0.5788,0.4075,UPI,0
1569.91,18,0,2208,3,1,0,0.5996,0.0686,Wallet,0
733.78,20,2,3239,1,0,0,0.7665,0.1909,Card,0
271.57,9,0,671,3,1,0,0.8741,0.5838,UPI,1
1278.64,15,0,300,3,1,0,0.9684,0.069,Card,0
884.94,0,1,2906,6,0,0,0.7933,0.4465,NetBanking,0
150.67,10,0,1016,5,0,0,0.4779,0.1422,NetBanking,0
1868.79,23,0,1193,3,0,0,0.4763,0.1207,Ecommerce,0
3021.8,3,1,943,3,0,0,0.6474,0.2195,Card,0
15596.07,3,1,1477,4,0,0,0.6632,0.6162,Wallet,0
727.23,16,0,3146,2,0,0,0.5366,0.2484,UPI,0
622.88,12,0,2390,2,0,1,0.8846,0.2694,Wallet,0
342.1,10,0,258,4,1,1,0.7477,0.2603,Card,0
1365.22,5,0,3098,2,0,0,0.8025,0.1241,Card,0
1356.19,4,0,1548,4,0,0,0.7935,0.3984,Wallet,0
467.85,17,0,2417,1,0,0,0.7608,0.304,UPI,0
912.62,8,0,1283,4,0,0,0.7449,0.3448,Wallet,0
137.33,18,1,336,4,0,0,0.5519,0.5687,Wallet,1
2900.67,10,0,1473,2,0,1,0.7679,0.1435,UPI,0
488.23,9,0,1187,5,0,0,0.6289,0.1542,Ecommerce,0
1057.44,5,0,69,0,0,0,0.5929,0.4175,UPI,0
245.17,15,0,2626,2,0,1,0.6697,0.1903,UPI,0
594.98,6,1,3016,2,0,0,0.9384,0.6675,Card,0
817.65,21,0,3177,2,0,0,0.7298,0.187,Wallet,0
1083.71,9,2,860,2,0,0,0.8194,0.0412,Card,0
1814.78,19,0,2220,1,0,0,0.5822,0.2423,Wallet,0
4969.27,11,0,1865,1,0,0,0.8745,0.3401,UPI,0
2366.92,9,0,2089,2,0,0,0.5222,0.6095,Ecommerce,0
3011.74,10,0,2794,4,0,1,0.4083,0.5809,UPI,0
5006.08,10,0,1331,3,0,0,0.7341,0.1915,Wallet,0
1994.59,11,1,967,2,0,0,0.6006,0.1021,NetBanking,0
1055.17,21,2,1676,4,0,0,0.8689,0.3108,UPI,0
3163.92,16,0,2332,3,0,0,0.833,0.1299,Card,0
3383.48,0,1,1516,3,0,0,0.661,0.29,UPI,0
2166.77,1,1,1066,0,0,0,0.5336,0.1164,Ecommerce,0
238.09,0,0,199,3,1,1,0.8858,0.2373,NetBanking,0
453.26,16,0,2008,1,0,0,0.6445,0.3376,UPI,0
821.72,4,0,83,2,0,0,0.6495,0.155,NetBanking,0
2486.43,9,1,1651,3,0,0,0.5794,0.1983,UPI,0
1072.33,19,0,2163,1,0,0,0.7918,0.421,Card,0
3618.13,3,0,1617,5,0,0,0.5175,0.2504,UPI,0
4363.36,3,1,1787,2,0,1,0.6401,0.0875,Wallet,0
3862.73,1,1,976,0,0,0,0.9113,0.1668,UPI,0
3888.65,6,1,862,2,0,1,0.6797,0.0824,Ecommerce,0
369.13,2,1,2958,1,0,0,0.8818,0.076,Ecommerce,0
1820.32,15,1,3125,1,0,0,0.4555,0.0637,NetBanking,0
579.46,17,1,567,3,0,0,0.5863,0.3928,UPI,0
194.12,4,0,728,0,0,0,0.908,0.2779,Card,0
810.91,12,2,1254,3,0,0,0.8554,0.1373,Ecommerce,0
4407.11,7,0,2453,1,0,0,0.694,0.1029,Wallet,0
1778.95,1,1,223,0,1,1,0.2366,0.3805,NetBanking,0
9124.33,11,1,2760,0,1,0,0.1871,0.2619,Card,0
1320.93,16,0,31,0,1,0,0.6857,0.1769,Ecommerce,0
14331.18,5,0,2941,5,0,0,0.4513,0.2051,UPI,0
1321.33,18,1,149,1,0,0,0.6011,0.315,Card,0
1122.83,23,2,2939,0,0,0,0.6661,0.6385,Card,0
286.19,1,1,3303,1,0,0,0.4983,0.2279,Card,0
3519.56,3,0,2781,3,0,0,0.6819,0.3313,Ecommerce,0
647.27,6,0,3444,1,0,0,0.7592,0.447,Wallet,0
555.91,20,0,1606,4,0,0,0.7523,0.1802,Ecommerce,0
4210.31,3,0,2248,5,0,0,0.777,0.451,Ecommerce,0
3700.17,11,0,2186,2,0,0,0.9096,0.4346,UPI,0
3599.87,12,0,48,3,0,0,0.7925,0.269,Ecommerce,0
749.72,3,0,3002,2,0,0,0.8186,0.3962,Card,0
1039.48,1,1,2469,0,1,0,0.6245,0.379,Ecommerce,0
1029.83,2,1,1475,2,0,0,0.5681,0.0857,Card,0
2494.0,1,1,756,0,0,0,0.7872,0.1261,NetBanking,0
5604.04,12,0,2350,0,0,0,0.8736,0.4191,Card,0
1614.13,22,1,3435,3,0,0,0.8383,0.1431,Card,0
8722.28,8,1,564,2,0,0,0.6629,0.0341,Card,0
2813.13,6,0,3220,1,0,0,0.7988,0.619,UPI,0
857.02,5,0,1979,4,0,1,0.671,0.3105,UPI,0
2617.95,23,0,2762,4,0,0,0.8278,0.0875,Wallet,0
6576.36,23,1,499,1,0,0,0.8945,0.2056,Card,0
8939.22,15,0,372,4,0,0,0.8461,0.4224,Ecommerce,0
3813.25,11,0,2313,3,0,0,0.848,0.4101,NetBanking,0
1126.6,3,0,997,2,0,0,0.8683,0.4704,UPI,0
873.47,22,0,1323,5,0,0,0.7915,0.0791,Card,0
2007.96,0,0,2180,5,0,0,0.8705,0.4283,Ecommerce,0
6359.3,3,0,802,1,1,0,0.8122,0.2074,Wallet,0
1729.28,16,0,1200,2,0,0,0.7958,0.0627,Card,0
1767.39,4,1,1267,1,0,0,0.6852,0.2325,Wallet,0
1157.44,2,0,1239,3,0,0,0.7682,0.1358,Wallet,0
777.21,14,1,2457,2,0,1,0.9058,0.437,Card,0
924.97,0,0,537,1,0,0,0.7915,0.3854,Wallet,0
1264.2,6,0,3178,2,0,0,0.8885,0.4429,UPI,0
6660.87,15,1,2508,5,0,0,0.8388,0.1775,UPI,0
852.61,4,1,46,0,0,0,0.5888,0.4192,NetBanking,0
1158.92,18,0,1981,2,1,0,0.8879,0.1451,Card,0
442.02,2,0,593,5,0,0,0.6242,0.1035,Card,0
2327.3,14,1,540,0,0,0,0.7511,0.11,Card,0
4605.53,1,0,2472,4,0,0,0.4346,0.1571,UPI,0
6037.36,17,1,877,0,0,0,0.8246,0.457,NetBanking,0
1357.68,18,0,1993,1,0,0,0.7498,0.3019,UPI,0
2004.34,19,1,999,3,0,0,0.4333,0.1285,Ecommerce,0
933.34,6,0,1121,2,1,1,0.7468,0.0166,Wallet,0
1909.16,5,1,2350,0,0,0,0.4385,0.2026,Card,0
1524.87,23,0,2283,5,0,0,0.5971,0.5143,Wallet,0
1165.82,17,0,82,0,0,0,0.337,0.364,NetBanking,0
1267.3,4,0,3036,4,1,0,0.7194,0.5844,Ecommerce,0
1762.55,0,0,2057,3,0,0,0.6271,0.0505,Card,0
805.24,8,0,908,0,0,0,0.8121,0.1979,UPI,0
850.12,15,0,400,2,0,0,0.8143,0.3068,NetBanking,0
6586.19,8,0,1703,3,0,0,0.6455,0.2679,NetBanking,0
18884.07,19,0,2437,1,1,0,0.7859,0.0519,Ecommerce,0
309.64,12,0,79,1,0,0,0.4932,0.1319,UPI,0
292.23,23,0,1019,2,0,0,0.385,0.0405,Card,0
401.41,20,1,3311,0,0,1,0.5005,0.3379,NetBanking,0
983.92,11,0,357,1,0,0,0.5567,0.2439,Wallet,0
2808.96,20,1,2807,1,0,1,0.7041,0.1823,UPI,0
2040.23,10,1,839,2,0,0,0.4439,0.0668,UPI,0
1313.74,0,0,1771,0,0,0,0.9698,0.1675,UPI,0
1911.0,7,0,2673,1,0,0,0.882,0.0373,UPI,0
530.23,9,0,3472,0,0,0,0.4546,0.0879,Card,0
848.67,23,1,2114,1,0,0,0.7789,0.6407,Wallet,0
1073.74,19,1,776,0,0,0,0.6845,0.1206,UPI,0
207.8,3,1,292,2,0,0,0.7844,0.223,UPI,0
323.96,0,1,2605,0,0,1,0.4914,0.203,UPI,0
337.77,12,0,2027,4,0,0,0.7315,0.3473,UPI,0
2446.26,12,1,2694,4,0,0,0.8708,0.4555,NetBanking,0
1418.88,17,1,3455,1,0,0,0.7067,0.2966,UPI,0
2083.1,6,0,2909,3,0,0,0.718,0.1924,UPI,0
158.91,19,0,1759,3,0,0,0.4374,0.1364,Ecommerce,0
230.96,9,0,2400,5,0,0,0.9554,0.1867,Wallet,0
2200.36,8,0,2190,4,0,0,0.8085,0.0569,Wallet,0
59.29,10,0,672,3,0,0,0.6134,0.0717,Wallet,0
3967.38,22,1,1086,3,0,0,0.9064,0.1471,Ecommerce,0
161.66,9,0,326,5,0,1,0.8991,0.0756,UPI,0
2658.49,13,0,1293,1,0,0,0.9424,0.2627,NetBanking,0
431.38,21,0,636,3,0,0,0.8517,0.0802,UPI,0
3298.91,0,0,3139,1,0,0,0.8649,0.3529,NetBanking,0
31842.88,12,0,3005,1,0,0,0.7288,0.3926,Card,0
100.8,17,2,2549,2,0,0,0.4096,0.3327,UPI,0
2275.93,21,1,1411,0,1,0,0.6653,0.0927,Ecommerce,0
164.26,1,1,33,2,0,0,0.6871,0.2385,UPI,0
1716.61,17,1,1914,3,0,0,0.8722,0.1142,UPI,0
882.62,19,0,93,2,0,0,0.5674,0.256,NetBanking,0
1256.73,8,0,95,1,0,0,0.5943,0.0792,Card,0
421.04,17,0,547,3,0,0,0.8082,0.1754,Ecommerce,0
2488.83,11,0,1723,3,1,0,0.8565,0.0501,Ecommerce,0
239.66,15,0,2623,1,0,0,0.694,0.5542,Card,0
4038.87,9,0,1436,4,0,0,0.8001,0.2373,Wallet,0
713.57,4,1,2714,4,0,0,0.4201,0.2249,Ecommerce,0
251.43,19,0,1874,1,0,0,0.5677,0.2563,NetBanking,0
5852.85,5,0,3128,1,0,0,0.6884,0.0128,UPI,0
1021.77,4,0,1317,2,0,1,0.7709,0.1303,Ecommerce,0
8127.57,21,1,1056,1,0,0,0.8397,0.3686,NetBanking,0
3953.77,22,0,270,0,0,0,0.8359,0.4856,Card,0
474.35,14,1,772,0,0,0,0.6168,0.2587,UPI,0
1003.01,13,0,160,2,0,0,0.5403,0.5276,Card,0
1245.25,8,0,613,2,1,0,0.2967,0.1869,UPI,0
5445.9,14,0,3324,3,1,0,0.7693,0.568,UPI,0
1736.09,14,1,1908,2,0,0,0.5487,0.1656,Card,0
1319.63,12,0,2116,2,1,0,0.828,0.1716,UPI,0
889.03,15,1,1350,2,0,0,0.5934,0.0954,Card,0
1039.94,13,0,2254,2,0,0,0.6555,0.2551,NetBanking,0
4314.87,21,0,1970,5,0,0,0.7984,0.2158,UPI,0
1100.91,16,0,3204,3,0,0,0.6569,0.5313,UPI,0
724.33,9,0,2785,2,0,0,0.5483,0.1282,Card,0
606.23,15,0,1931,2,0,1,0.8105,0.0788,UPI,0
613.11,5,0,2737,6,1,0,0.8854,0.5311,Wallet,0
251.59,5,0,2157,1,0,0,0.7584,0.213,Wallet,0
498.75,19,1,3481,3,0,1,0.5839,0.2822,UPI,0
5288.77,13,1,1833,2,0,0,0.3256,0.1943,Card,0
882.78,1,0,2979,4,0,0,0.7036,0.2444,Wallet,0
2297.63,8,1,621,1,0,0,0.9798,0.281,NetBanking,0
81.23,23,0,594,1,0,0,0.5406,0.2392,Card,0
1991.67,15,2,1095,2,0,0,0.8279,0.6714,Card,0
925.73,20,1,2883,1,0,0,0.8073,0.4464,UPI,0
661.49,13,1,3095,2,0,0,0.3306,0.0531,UPI,0
1326.11,1,0,1408,3,0,0,0.5168,0.5834,Card,0
651.57,4,0,1557,1,0,0,0.6764,0.2335,UPI,0
117.91,2,0,1715,3,0,1,0.8974,0.6477,Ecommerce,0
2888.12,17,1,720,4,0,1,0.6798,0.3498,UPI,0
1415.4,18,0,1882,2,0,0,0.7089,0.0717,Wallet,0
788.68,10,0,2899,0,0,0,0.8866,0.1474,UPI,0
397.62,17,0,2630,5,1,0,0.753,0.459,NetBanking,0
234.31,13,1,311,2,1,1,0.2971,0.4236,Card,1
1387.26,17,0,1242,1,0,0,0.5224,0.0863,Ecommerce,0
5967.68,16,0,2240,4,0,0,0.7525,0.2688,Card,0
1357.4,10,0,2078,1,0,0,0.7137,0.2999,Wallet,0
256.75,15,0,2452,0,0,0,0.7244,0.3818,Ecommerce,0
1389.05,7,1,2617,1,0,0,0.7092,0.1616,Card,0
1036.9,17,1,1068,3,0,0,0.3952,0.2295,UPI,0
2716.9,21,0,1647,3,1,0,0.9118,0.3045,UPI,0
2073.66,4,0,589,1,0,1,0.9338,0.5814,UPI,0
47.7,16,0,2511,0,0,0,0.8595,0.3027,NetBanking,0
1944.0,2,0,1572,2,1,1,0.9315,0.1711,Card,0
382.35,9,0,1225,2,0,0,0.4969,0.5416,Card,0
246.46,16,0,2644,4,0,0,0.7776,0.3554,Ecommerce,0
899.74,6,0,3282,3,0,0,0.6075,0.1251,Ecommerce,0
1688.37,5,0,3104,1,0,0,0.8615,0.4523,Card,0
195.83,9,1,478,2,0,0,0.4335,0.4922,NetBanking,0
2298.02,2,0,2854,6,0,0,0.9108,0.1743,Card,0
2444.28,15,0,1987,4,0,0,0.7415,0.2047,UPI,0
1152.08,3,0,389,1,0,0,0.6528,0.1115,UPI,0
440.98,7,0,1361,3,0,0,0.9055,0.0606,Card,0
392.15,7,0,785,1,0,0,0.891,0.3552,Ecommerce,0
3220.3,23,0,908,1,0,0,0.3817,0.1088,Ecommerce,0
224.35,23,0,2162,3,0,0,0.7647,0.031,Card,0
3353.28,1,0,1416,1,0,0,0.7329,0.2683,UPI,0
922.0,3,0,2486,0,0,0,0.6926,0.1383,UPI,0
991.65,17,1,2822,2,1,1,0.7057,0.1345,NetBanking,0
182.46,7,0,37,2,0,0,0.756,0.3112,Ecommerce,0
940.06,15,0,2886,1,0,0,0.7126,0.0984,UPI,0
2088.63,22,1,505,3,0,0,0.9159,0.5773,UPI,0
269.55,3,1,27,0,0,0,0.8753,0.2835,Card,0
1851.16,23,1,335,1,0,0,0.7199,0.2915,UPI,1
